NAME_ENGL,ISO3_CODE,total,value,pillar_num,commitment_num,note,group,group_value,year,row_id,x,y,pillar_num_cardinal,pillar_txt,commitment_num_cardinal,commitment_txt_cardinal,fx,fy
Algeria,DZA,51,33,3,7,NA,Catching up,Off track,2020,3,3,31.747641682624817,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,0
Algeria,DZA,51,NA,3,8,NA,Catching up,NA,2020,3,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,0
Algeria,DZA,51,1,3,9,NA,Catching up,Off track,2020,3,3,-0.6310678524896502,3,Responsibility and sustainability,9,Digital Trade Integration Index,3,0
Algeria,DZA,51,45,4,10,NA,Catching up,Off track,2020,3,3,46.435884634032845,4,Trust and resilience,10,Global Cybersecurity Index,3,0
Algeria,DZA,51,38,4,11,NA,Catching up,Off track,2020,3,3,38.766857558861375,4,Trust and resilience,11,Internet Resilience Index,3,0
Algeria,DZA,51,NA,4,12,NA,Catching up,NA,2020,3,3,NA,4,Trust and resilience,12,Accountability Index,3,0
Andorra,AND,93,29,1,1,NA,Leading,Off track,2020,4,3,29.170561028644443,1,Connectivity and infrastructure,1,ICT Development Index,4,0
Andorra,AND,93,NA,1,2,NA,Leading,NA,2020,4,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,0
Andorra,AND,93,27,1,3,NA,Leading,Off track,2020,4,3,25.276702795177698,1,Connectivity and infrastructure,3,Network Readiness Index,4,0
Andorra,AND,93,100,2,4,NA,Leading,Leading,2020,4,3,101.96540825255215,2,Rights and freedoms,4,Freedom on the Net,4,0
Andorra,AND,93,NA,2,5,NA,Leading,NA,2020,4,3,NA,2,Rights and freedoms,5,Freedom in the World,4,0
Andorra,AND,93,30,2,6,NA,Leading,Off track,2020,4,3,29.91976262908429,2,Rights and freedoms,6,Rule of Law Index,4,0
Andorra,AND,93,62,3,7,NA,Leading,Catching up,2020,4,3,62.210518098436296,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,0
Andorra,AND,93,67,3,8,NA,Leading,On track,2020,4,3,66.85765829030424,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,0
Andorra,AND,93,NA,3,9,NA,Leading,NA,2020,4,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,4,0
Andorra,AND,93,100,4,10,NA,Leading,Leading,2020,4,3,99.85033736657351,4,Trust and resilience,10,Global Cybersecurity Index,4,0
Andorra,AND,93,46,4,11,NA,Leading,Off track,2020,4,3,46.38563281297684,4,Trust and resilience,11,Internet Resilience Index,4,0
Andorra,AND,93,82,4,12,NA,Leading,Leading,2020,4,3,83.86582639161497,4,Trust and resilience,12,Accountability Index,4,0
Angola,AGO,66,NA,1,1,NA,On track,NA,2020,5,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,0,1
Angola,AGO,66,56,1,2,NA,On track,Catching up,2020,5,3,57.470781912095845,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,1
Angola,AGO,66,99,1,3,NA,On track,Leading,2020,5,3,98.88507929071784,1,Connectivity and infrastructure,3,Network Readiness Index,0,1
Angola,AGO,66,58,2,4,NA,On track,Catching up,2020,5,3,58.45819992944598,2,Rights and freedoms,4,Freedom on the Net,0,1
Angola,AGO,66,NA,2,5,NA,On track,NA,2020,5,3,NA,2,Rights and freedoms,5,Freedom in the World,0,1
Angola,AGO,66,50,2,6,NA,On track,Off track,2020,5,3,49.61027683224529,2,Rights and freedoms,6,Rule of Law Index,0,1
Angola,AGO,66,84,3,7,NA,On track,Leading,2020,5,3,85.81594553869218,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,1
Angola,AGO,66,NA,3,8,NA,On track,NA,2020,5,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,1
Angola,AGO,66,48,3,9,NA,On track,Off track,2020,5,3,48.554041519761086,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,1
Angola,AGO,66,NA,4,10,NA,On track,NA,2020,5,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,0,1
Angola,AGO,66,58,4,11,NA,On track,Catching up,2020,5,3,57.675400253385305,4,Trust and resilience,11,Internet Resilience Index,0,1
Angola,AGO,66,40,4,12,NA,On track,Off track,2020,5,3,40.27678080275655,4,Trust and resilience,12,Accountability Index,0,1
Antigua and Barbuda,ATG,78,65,1,1,NA,On track,Catching up,2020,6,3,65.37591790873557,1,Connectivity and infrastructure,1,ICT Development Index,1,1
Antigua and Barbuda,ATG,78,79,1,2,NA,On track,On track,2020,6,3,80.09780878666788,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,1
Antigua and Barbuda,ATG,78,73,1,3,NA,On track,On track,2020,6,3,74.17206836026162,1,Connectivity and infrastructure,3,Network Readiness Index,1,1
Antigua and Barbuda,ATG,78,NA,2,4,NA,On track,NA,2020,6,3,NA,2,Rights and freedoms,4,Freedom on the Net,1,1
Antigua and Barbuda,ATG,78,76,2,5,NA,On track,On track,2020,6,3,75.25169052463025,2,Rights and freedoms,5,Freedom in the World,1,1
Antigua and Barbuda,ATG,78,NA,2,6,NA,On track,NA,2020,6,3,NA,2,Rights and freedoms,6,Rule of Law Index,1,1
Antigua and Barbuda,ATG,78,56,3,7,NA,On track,Catching up,2020,6,3,57.71298207342625,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,1
Antigua and Barbuda,ATG,78,NA,3,8,NA,On track,NA,2020,6,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,1
Antigua and Barbuda,ATG,78,NA,3,9,NA,On track,NA,2020,6,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,1
Antigua and Barbuda,ATG,78,NA,4,10,NA,On track,NA,2020,6,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,1,1
Antigua and Barbuda,ATG,78,81,4,11,NA,On track,Leading,2020,6,3,80.38583264686167,4,Trust and resilience,11,Internet Resilience Index,1,1
Antigua and Barbuda,ATG,78,44,4,12,NA,On track,Off track,2020,6,3,45.372900943271816,4,Trust and resilience,12,Accountability Index,1,1
Argentina,ARG,63,54,1,1,NA,Catching up,Catching up,2020,7,3,55.44787285383791,1,Connectivity and infrastructure,1,ICT Development Index,2,1
Argentina,ARG,63,100,1,2,NA,Catching up,Leading,2020,7,3,100.97136277984828,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,1
Argentina,ARG,63,83,1,3,NA,Catching up,Leading,2020,7,3,82.5215391907841,1,Connectivity and infrastructure,3,Network Readiness Index,2,1
Argentina,ARG,63,72,2,4,NA,Catching up,On track,2020,7,3,71.62854717578739,2,Rights and freedoms,4,Freedom on the Net,2,1
Argentina,ARG,63,49,2,5,NA,Catching up,Off track,2020,7,3,50.12514971103519,2,Rights and freedoms,5,Freedom in the World,2,1
Argentina,ARG,63,87,2,6,NA,Catching up,Leading,2020,7,3,85.62095015961677,2,Rights and freedoms,6,Rule of Law Index,2,1
Argentina,ARG,63,100,3,7,NA,Catching up,Leading,2020,7,3,99.83036714792252,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,1
Argentina,ARG,63,96,3,8,NA,Catching up,Leading,2020,7,3,97.5412758057937,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,1
Argentina,ARG,63,99,3,9,NA,Catching up,Leading,2020,7,3,100.98061101138592,3,Responsibility and sustainability,9,Digital Trade Integration Index,2,1
Argentina,ARG,63,6,4,10,NA,Catching up,Off track,2020,7,3,5.118117560632527,4,Trust and resilience,10,Global Cybersecurity Index,2,1
Argentina,ARG,63,53,4,11,NA,Catching up,Catching up,2020,7,3,52.077907665632665,4,Trust and resilience,11,Internet Resilience Index,2,1
Argentina,ARG,63,11,4,12,NA,Catching up,Off track,2020,7,3,11.9728695275262,4,Trust and resilience,12,Accountability Index,2,1
Armenia,ARM,55,98,1,1,NA,Catching up,Leading,2020,8,3,97.90080102626234,1,Connectivity and infrastructure,1,ICT Development Index,3,1
Armenia,ARM,55,66,1,2,NA,Catching up,On track,2020,8,3,67.1889608958736,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,1
Armenia,ARM,55,95,1,3,NA,Catching up,Leading,2020,8,3,95.59426300786436,1,Connectivity and infrastructure,3,Network Readiness Index,3,1
Armenia,ARM,55,NA,2,4,NA,Catching up,NA,2020,8,3,NA,2,Rights and freedoms,4,Freedom on the Net,3,1
Armenia,ARM,55,79,2,5,NA,Catching up,On track,2020,8,3,79.88086325116456,2,Rights and freedoms,5,Freedom in the World,3,1
Armenia,ARM,55,NA,2,6,NA,Catching up,NA,2020,8,3,NA,2,Rights and freedoms,6,Rule of Law Index,3,1
Armenia,ARM,55,74,3,7,NA,Catching up,On track,2020,8,3,73.72005859110504,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,1
Armenia,ARM,55,49,3,8,NA,Catching up,Off track,2020,8,3,48.13693561498076,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,1
Armenia,ARM,55,100,3,9,NA,Catching up,Leading,2020,8,3,99.90518329106271,3,Responsibility and sustainability,9,Digital Trade Integration Index,3,1
Armenia,ARM,55,48,4,10,NA,Catching up,Off track,2020,8,3,46.53873233124614,4,Trust and resilience,10,Global Cybersecurity Index,3,1
Armenia,ARM,55,28,4,11,NA,Catching up,Off track,2020,8,3,29.0238488195464,4,Trust and resilience,11,Internet Resilience Index,3,1
Armenia,ARM,55,53,4,12,NA,Catching up,Catching up,2020,8,3,53.02227376587689,4,Trust and resilience,12,Accountability Index,3,1
Australia,AUS,29,100,1,1,NA,Off track,Leading,2020,9,3,98.01937864441425,1,Connectivity and infrastructure,1,ICT Development Index,4,1
Australia,AUS,29,88,1,2,NA,Off track,Leading,2020,9,3,86.87508448772132,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,1
Australia,AUS,29,NA,1,3,NA,Off track,NA,2020,9,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,1
Australia,AUS,29,39,2,4,NA,Off track,Off track,2020,9,3,39.89660889375955,2,Rights and freedoms,4,Freedom on the Net,4,1
Australia,AUS,29,27,2,5,NA,Off track,Off track,2020,9,3,26.578766342252493,2,Rights and freedoms,5,Freedom in the World,4,1
Australia,AUS,29,62,2,6,NA,Off track,Catching up,2020,9,3,61.258662378415465,2,Rights and freedoms,6,Rule of Law Index,4,1
Australia,AUS,29,89,3,7,NA,Off track,Leading,2020,9,3,88.63642623089254,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,1
Australia,AUS,29,59,3,8,NA,Off track,Catching up,2020,9,3,58.815798277035356,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,1
Australia,AUS,29,43,3,9,NA,Off track,Off track,2020,9,3,44.2307565221563,3,Responsibility and sustainability,9,Digital Trade Integration Index,4,1
Australia,AUS,29,73,4,10,NA,Off track,On track,2020,9,3,71.57909754477441,4,Trust and resilience,10,Global Cybersecurity Index,4,1
Australia,AUS,29,35,4,11,NA,Off track,Off track,2020,9,3,33.979690389707685,4,Trust and resilience,11,Internet Resilience Index,4,1
Australia,AUS,29,21,4,12,NA,Off track,Off track,2020,9,3,19.180641300044954,4,Trust and resilience,12,Accountability Index,4,1
Austria,AUT,71,59,1,1,NA,On track,Catching up,2020,10,3,57.74077809136361,1,Connectivity and infrastructure,1,ICT Development Index,0,2
Austria,AUT,71,33,1,2,NA,On track,Off track,2020,10,3,31.197307992726564,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,2
Austria,AUT,71,NA,1,3,NA,On track,NA,2020,10,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,0,2
Austria,AUT,71,35,2,4,NA,On track,Off track,2020,10,3,36.52581054903567,2,Rights and freedoms,4,Freedom on the Net,0,2
Austria,AUT,71,79,2,5,NA,On track,On track,2020,10,3,80.67442320100963,2,Rights and freedoms,5,Freedom in the World,0,2
Austria,AUT,71,63,2,6,NA,On track,Catching up,2020,10,3,63.279005935415626,2,Rights and freedoms,6,Rule of Law Index,0,2
Austria,AUT,71,84,3,7,NA,On track,Leading,2020,10,3,83.80498871859163,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,2
Austria,AUT,71,52,3,8,NA,On track,Catching up,2020,10,3,51.05735625047237,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,2
Austria,AUT,71,NA,3,9,NA,On track,NA,2020,10,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,2
Austria,AUT,71,NA,4,10,NA,On track,NA,2020,10,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,0,2
Austria,AUT,71,64,4,11,NA,On track,Catching up,2020,10,3,65.98369278013706,4,Trust and resilience,11,Internet Resilience Index,0,2
Austria,AUT,71,4,4,12,NA,On track,Off track,2020,10,3,3.7810242995619774,4,Trust and resilience,12,Accountability Index,0,2
Azerbaijan,AZE,66,83,1,1,NA,On track,Leading,2020,11,3,84.99274548888206,1,Connectivity and infrastructure,1,ICT Development Index,1,2
Azerbaijan,AZE,66,57,1,2,NA,On track,Catching up,2020,11,3,55.7002445505932,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,2
Azerbaijan,AZE,66,NA,1,3,NA,On track,NA,2020,11,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,1,2
Azerbaijan,AZE,66,NA,2,4,NA,On track,NA,2020,11,3,NA,2,Rights and freedoms,4,Freedom on the Net,1,2
Azerbaijan,AZE,66,52,2,5,NA,On track,Catching up,2020,11,3,53.79724137671292,2,Rights and freedoms,5,Freedom in the World,1,2
Azerbaijan,AZE,66,NA,2,6,NA,On track,NA,2020,11,3,NA,2,Rights and freedoms,6,Rule of Law Index,1,2
Azerbaijan,AZE,66,NA,3,7,NA,On track,NA,2020,11,3,NA,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,2
Azerbaijan,AZE,66,24,3,8,NA,On track,Off track,2020,11,3,22.705864866264164,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,2
Azerbaijan,AZE,66,NA,3,9,NA,On track,NA,2020,11,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,2
Azerbaijan,AZE,66,96,4,10,NA,On track,Leading,2020,11,3,96.5121495462954,4,Trust and resilience,10,Global Cybersecurity Index,1,2
Azerbaijan,AZE,66,68,4,11,NA,On track,On track,2020,11,3,68.66081241518259,4,Trust and resilience,11,Internet Resilience Index,1,2
Azerbaijan,AZE,66,92,4,12,NA,On track,Leading,2020,11,3,93.93554117996246,4,Trust and resilience,12,Accountability Index,1,2
Barbados,BRB,100,85,1,1,NA,Leading,Leading,2020,12,3,86.63262701872736,1,Connectivity and infrastructure,1,ICT Development Index,2,2
Barbados,BRB,100,NA,1,2,NA,Leading,NA,2020,12,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,2
Barbados,BRB,100,40,1,3,NA,Leading,Off track,2020,12,3,40.38661160506308,1,Connectivity and infrastructure,3,Network Readiness Index,2,2
Barbados,BRB,100,NA,2,4,NA,Leading,NA,2020,12,3,NA,2,Rights and freedoms,4,Freedom on the Net,2,2
Barbados,BRB,100,63,2,5,NA,Leading,Catching up,2020,12,3,63.472310960292816,2,Rights and freedoms,5,Freedom in the World,2,2
Barbados,BRB,100,47,2,6,NA,Leading,Off track,2020,12,3,47.84865788090974,2,Rights and freedoms,6,Rule of Law Index,2,2
Barbados,BRB,100,NA,3,7,NA,Leading,NA,2020,12,3,NA,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,2
Barbados,BRB,100,87,3,8,NA,Leading,Leading,2020,12,3,86.56843592040241,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,2
Barbados,BRB,100,38,3,9,NA,Leading,Off track,2020,12,3,37.81742935068905,3,Responsibility and sustainability,9,Digital Trade Integration Index,2,2
Barbados,BRB,100,100,4,10,NA,Leading,Leading,2020,12,3,98.04524552170187,4,Trust and resilience,10,Global Cybersecurity Index,2,2
Barbados,BRB,100,100,4,11,NA,Leading,Leading,2020,12,3,100.14537573512644,4,Trust and resilience,11,Internet Resilience Index,2,2
Barbados,BRB,100,66,4,12,NA,Leading,On track,2020,12,3,67.37440339941531,4,Trust and resilience,12,Accountability Index,2,2
Belarus,BLR,42,41,1,1,NA,Off track,Off track,2020,13,3,42.501300192438066,1,Connectivity and infrastructure,1,ICT Development Index,3,2
Belarus,BLR,42,NA,1,2,NA,Off track,NA,2020,13,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,2
Belarus,BLR,42,31,1,3,NA,Off track,Off track,2020,13,3,29.660049995407462,1,Connectivity and infrastructure,3,Network Readiness Index,3,2
Belarus,BLR,42,54,2,4,NA,Off track,Catching up,2020,13,3,53.87088226992637,2,Rights and freedoms,4,Freedom on the Net,3,2
Belarus,BLR,42,46,2,5,NA,Off track,Off track,2020,13,3,44.87100109271705,2,Rights and freedoms,5,Freedom in the World,3,2
Belarus,BLR,42,NA,2,6,NA,Off track,NA,2020,13,3,NA,2,Rights and freedoms,6,Rule of Law Index,3,2
Belarus,BLR,42,86,3,7,NA,Off track,Leading,2020,13,3,87.51005072426051,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,2
Belarus,BLR,42,NA,3,8,NA,Off track,NA,2020,13,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,2
Belarus,BLR,42,NA,3,9,NA,Off track,NA,2020,13,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,3,2
Belarus,BLR,42,68,4,10,NA,Off track,On track,2020,13,3,68.87522334046662,4,Trust and resilience,10,Global Cybersecurity Index,3,2
Belarus,BLR,42,36,4,11,NA,Off track,Off track,2020,13,3,34.11453396640718,4,Trust and resilience,11,Internet Resilience Index,3,2
Belarus,BLR,42,98,4,12,NA,Off track,Leading,2020,13,3,97.84382320567966,4,Trust and resilience,12,Accountability Index,3,2
Belgium,BEL,32,17,1,1,NA,Off track,Off track,2020,14,3,18.58316075615585,1,Connectivity and infrastructure,1,ICT Development Index,4,2
Belgium,BEL,32,83,1,2,NA,Off track,Leading,2020,14,3,82.04964428953826,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,2
Belgium,BEL,32,63,1,3,NA,Off track,Catching up,2020,14,3,62.030903276987374,1,Connectivity and infrastructure,3,Network Readiness Index,4,2
Belgium,BEL,32,66,2,4,NA,Off track,On track,2020,14,3,66.02387737296522,2,Rights and freedoms,4,Freedom on the Net,4,2
Belgium,BEL,32,NA,2,5,NA,Off track,NA,2020,14,3,NA,2,Rights and freedoms,5,Freedom in the World,4,2
Belgium,BEL,32,54,2,6,NA,Off track,Catching up,2020,14,3,53.98290774039924,2,Rights and freedoms,6,Rule of Law Index,4,2
Belgium,BEL,32,47,3,7,NA,Off track,Off track,2020,14,3,47.60590688046068,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,2
Belgium,BEL,32,NA,3,8,NA,Off track,NA,2020,14,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,2
Belgium,BEL,32,NA,3,9,NA,Off track,NA,2020,14,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,4,2
Belgium,BEL,32,83,4,10,NA,Off track,Leading,2020,14,3,82.76013122871518,4,Trust and resilience,10,Global Cybersecurity Index,4,2
Belgium,BEL,32,64,4,11,NA,Off track,Catching up,2020,14,3,63.09494968969375,4,Trust and resilience,11,Internet Resilience Index,4,2
Belgium,BEL,32,47,4,12,NA,Off track,Off track,2020,14,3,45.563283895142376,4,Trust and resilience,12,Accountability Index,4,2
Bhutan,BTN,80,NA,1,1,NA,Leading,NA,2020,15,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,0,3
Bhutan,BTN,80,60,1,2,NA,Leading,Catching up,2020,15,3,58.44890667218715,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,3
Bhutan,BTN,80,44,1,3,NA,Leading,Off track,2020,15,3,43.7239128369838,1,Connectivity and infrastructure,3,Network Readiness Index,0,3
Bhutan,BTN,80,66,2,4,NA,Leading,On track,2020,15,3,64.44188353884965,2,Rights and freedoms,4,Freedom on the Net,0,3
Bhutan,BTN,80,34,2,5,NA,Leading,Off track,2020,15,3,33.044752295129,2,Rights and freedoms,5,Freedom in the World,0,3
Bhutan,BTN,80,NA,2,6,NA,Leading,NA,2020,15,3,NA,2,Rights and freedoms,6,Rule of Law Index,0,3
Bhutan,BTN,80,83,3,7,NA,Leading,Leading,2020,15,3,84.99785230029374,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,3
Bhutan,BTN,80,NA,3,8,NA,Leading,NA,2020,15,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,3
Bhutan,BTN,80,24,3,9,NA,Leading,Off track,2020,15,3,23.761262527666986,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,3
Bhutan,BTN,80,NA,4,10,NA,Leading,NA,2020,15,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,0,3
Bhutan,BTN,80,84,4,11,NA,Leading,Leading,2020,15,3,82.37895302660763,4,Trust and resilience,11,Internet Resilience Index,0,3
Bhutan,BTN,80,85,4,12,NA,Leading,Leading,2020,15,3,83.23006905242801,4,Trust and resilience,12,Accountability Index,0,3
Bolivia,BOL,61,90,1,1,NA,Catching up,Leading,2020,16,3,90.25273937173188,1,Connectivity and infrastructure,1,ICT Development Index,1,3
Bolivia,BOL,61,58,1,2,NA,Catching up,Catching up,2020,16,3,59.1322561558336,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,3
Bolivia,BOL,61,51,1,3,NA,Catching up,Catching up,2020,16,3,52.55674819741398,1,Connectivity and infrastructure,3,Network Readiness Index,1,3
Bolivia,BOL,61,57,2,4,NA,Catching up,Catching up,2020,16,3,55.99450152087957,2,Rights and freedoms,4,Freedom on the Net,1,3
Bolivia,BOL,61,98,2,5,NA,Catching up,Leading,2020,16,3,97.21901701949537,2,Rights and freedoms,5,Freedom in the World,1,3
Bolivia,BOL,61,79,2,6,NA,Catching up,On track,2020,16,3,80.0230340687558,2,Rights and freedoms,6,Rule of Law Index,1,3
Bolivia,BOL,61,88,3,7,NA,Catching up,Leading,2020,16,3,89.72631043195724,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,3
Bolivia,BOL,61,41,3,8,NA,Catching up,Off track,2020,16,3,41.216365192085505,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,3
Bolivia,BOL,61,58,3,9,NA,Catching up,Catching up,2020,16,3,56.978615711443126,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,3
Bolivia,BOL,61,NA,4,10,NA,Catching up,NA,2020,16,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,1,3
Bolivia,BOL,61,56,4,11,NA,Catching up,Catching up,2020,16,3,57.536072954535484,4,Trust and resilience,11,Internet Resilience Index,1,3
Bolivia,BOL,61,44,4,12,NA,Catching up,Off track,2020,16,3,42.64217037707567,4,Trust and resilience,12,Accountability Index,1,3
Bosnia and Herzegovina,BIH,65,NA,1,1,NA,Catching up,NA,2020,17,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,2,3
Bosnia and Herzegovina,BIH,65,NA,1,2,NA,Catching up,NA,2020,17,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,3
Bosnia and Herzegovina,BIH,65,NA,1,3,NA,Catching up,NA,2020,17,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,2,3
