NAME_ENGL,ISO3_CODE,total,value,pillar_num,commitment_num,note,group,group_value,year,row_id,x,y,pillar_num_cardinal,pillar_txt,commitment_num_cardinal,commitment_txt_cardinal,fx,fy
Angola,AGO,66,NA,2,5,NA,On track,NA,2020,5,3,NA,2,Rights and freedoms,5,Freedom in the World,0,1
Angola,AGO,66,50,2,6,NA,On track,Off track,2020,5,3,50.43083279952407,2,Rights and freedoms,6,Rule of Law Index,0,1
Angola,AGO,66,84,3,7,NA,On track,Leading,2020,5,3,84.19339712988585,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,1
Angola,AGO,66,NA,3,8,NA,On track,NA,2020,5,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,1
Angola,AGO,66,48,3,9,NA,On track,Off track,2020,5,3,46.18483232241124,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,1
Angola,AGO,66,NA,4,10,NA,On track,NA,2020,5,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,0,1
Angola,AGO,66,58,4,11,NA,On track,Catching up,2020,5,3,59.94381854403764,4,Trust and resilience,11,Internet Resilience Index,0,1
Angola,AGO,66,40,4,12,NA,On track,Off track,2020,5,3,41.63805679883808,4,Trust and resilience,12,Accountability Index,0,1
Antigua and Barbuda,ATG,78,65,1,1,NA,On track,Catching up,2020,6,3,64.23464433290064,1,Connectivity and infrastructure,1,ICT Development Index,1,1
Antigua and Barbuda,ATG,78,79,1,2,NA,On track,On track,2020,6,3,77.9789416352287,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,1
Antigua and Barbuda,ATG,78,73,1,3,NA,On track,On track,2020,6,3,72.03169429861009,1,Connectivity and infrastructure,3,Network Readiness Index,1,1
Antigua and Barbuda,ATG,78,NA,2,4,NA,On track,NA,2020,6,3,NA,2,Rights and freedoms,4,Freedom on the Net,1,1
Antigua and Barbuda,ATG,78,76,2,5,NA,On track,On track,2020,6,3,74.09022920485586,2,Rights and freedoms,5,Freedom in the World,1,1
Antigua and Barbuda,ATG,78,NA,2,6,NA,On track,NA,2020,6,3,NA,2,Rights and freedoms,6,Rule of Law Index,1,1
Antigua and Barbuda,ATG,78,56,3,7,NA,On track,Catching up,2020,6,3,57.596268298104405,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,1
Antigua and Barbuda,ATG,78,NA,3,8,NA,On track,NA,2020,6,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,1
Antigua and Barbuda,ATG,78,NA,3,9,NA,On track,NA,2020,6,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,1
Antigua and Barbuda,ATG,78,NA,4,10,NA,On track,NA,2020,6,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,1,1
Antigua and Barbuda,ATG,78,81,4,11,NA,On track,Leading,2020,6,3,82.66673293709755,4,Trust and resilience,11,Internet Resilience Index,1,1
Antigua and Barbuda,ATG,78,44,4,12,NA,On track,Off track,2020,6,3,45.85137105919421,4,Trust and resilience,12,Accountability Index,1,1
Argentina,ARG,63,54,1,1,NA,Catching up,Catching up,2020,7,3,55.40751297213137,1,Connectivity and infrastructure,1,ICT Development Index,2,1
Argentina,ARG,63,100,1,2,NA,Catching up,Leading,2020,7,3,98.63270699698478,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,1
Argentina,ARG,63,83,1,3,NA,Catching up,Leading,2020,7,3,84.76673918776214,1,Connectivity and infrastructure,3,Network Readiness Index,2,1
Argentina,ARG,63,72,2,4,NA,Catching up,On track,2020,7,3,72.4031971078366,2,Rights and freedoms,4,Freedom on the Net,2,1
Argentina,ARG,63,49,2,5,NA,Catching up,Off track,2020,7,3,48.1389468871057,2,Rights and freedoms,5,Freedom in the World,2,1
Argentina,ARG,63,87,2,6,NA,Catching up,Leading,2020,7,3,85.49784990213811,2,Rights and freedoms,6,Rule of Law Index,2,1
Argentina,ARG,63,100,3,7,NA,Catching up,Leading,2020,7,3,99.85322123393416,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,1
Argentina,ARG,63,96,3,8,NA,Catching up,Leading,2020,7,3,96.12946794647723,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,1
Argentina,ARG,63,99,3,9,NA,Catching up,Leading,2020,7,3,98.20230324752629,3,Responsibility and sustainability,9,Digital Trade Integration Index,2,1
Argentina,ARG,63,6,4,10,NA,Catching up,Off track,2020,7,3,4.851687545888126,4,Trust and resilience,10,Global Cybersecurity Index,2,1
Argentina,ARG,63,53,4,11,NA,Catching up,Catching up,2020,7,3,52.4269657433033,4,Trust and resilience,11,Internet Resilience Index,2,1
Argentina,ARG,63,11,4,12,NA,Catching up,Off track,2020,7,3,12.011523187160492,4,Trust and resilience,12,Accountability Index,2,1
Armenia,ARM,55,98,1,1,NA,Catching up,Leading,2020,8,3,97.06667247973382,1,Connectivity and infrastructure,1,ICT Development Index,3,1
Armenia,ARM,55,66,1,2,NA,Catching up,On track,2020,8,3,64.58158373367041,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,1
Armenia,ARM,55,95,1,3,NA,Catching up,Leading,2020,8,3,95.26730208471417,1,Connectivity and infrastructure,3,Network Readiness Index,3,1
Armenia,ARM,55,NA,2,4,NA,Catching up,NA,2020,8,3,NA,2,Rights and freedoms,4,Freedom on the Net,3,1
Armenia,ARM,55,79,2,5,NA,Catching up,On track,2020,8,3,77.2014454221353,2,Rights and freedoms,5,Freedom in the World,3,1
Armenia,ARM,55,NA,2,6,NA,Catching up,NA,2020,8,3,NA,2,Rights and freedoms,6,Rule of Law Index,3,1
Armenia,ARM,55,74,3,7,NA,Catching up,On track,2020,8,3,74.23303448781371,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,1
Armenia,ARM,55,49,3,8,NA,Catching up,Off track,2020,8,3,50.985299456864595,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,1
Armenia,ARM,55,100,3,9,NA,Catching up,Leading,2020,8,3,99.69267657119781,3,Responsibility and sustainability,9,Digital Trade Integration Index,3,1
Armenia,ARM,55,48,4,10,NA,Catching up,Off track,2020,8,3,46.71504021901637,4,Trust and resilience,10,Global Cybersecurity Index,3,1
Armenia,ARM,55,28,4,11,NA,Catching up,Off track,2020,8,3,28.927305636927485,4,Trust and resilience,11,Internet Resilience Index,3,1
Armenia,ARM,55,53,4,12,NA,Catching up,Catching up,2020,8,3,53.68238088581711,4,Trust and resilience,12,Accountability Index,3,1
Australia,AUS,29,100,1,1,NA,Off track,Leading,2020,9,3,101.96742294635624,1,Connectivity and infrastructure,1,ICT Development Index,4,1
Australia,AUS,29,88,1,2,NA,Off track,Leading,2020,9,3,87.94177796971053,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,1
Australia,AUS,29,NA,1,3,NA,Off track,NA,2020,9,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,1
Australia,AUS,29,39,2,4,NA,Off track,Off track,2020,9,3,39.51897225249559,2,Rights and freedoms,4,Freedom on the Net,4,1
Australia,AUS,29,27,2,5,NA,Off track,Off track,2020,9,3,26.65602808445692,2,Rights and freedoms,5,Freedom in the World,4,1
Australia,AUS,29,62,2,6,NA,Off track,Catching up,2020,9,3,63.45248139556497,2,Rights and freedoms,6,Rule of Law Index,4,1
Australia,AUS,29,89,3,7,NA,Off track,Leading,2020,9,3,90.30289719533175,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,1
Australia,AUS,29,59,3,8,NA,Off track,Catching up,2020,9,3,59.29699267633259,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,1
Australia,AUS,29,43,3,9,NA,Off track,Off track,2020,9,3,44.265032755210996,3,Responsibility and sustainability,9,Digital Trade Integration Index,4,1
Australia,AUS,29,73,4,10,NA,Off track,On track,2020,9,3,72.57651897612959,4,Trust and resilience,10,Global Cybersecurity Index,4,1
Australia,AUS,29,35,4,11,NA,Off track,Off track,2020,9,3,36.79064113274217,4,Trust and resilience,11,Internet Resilience Index,4,1
Australia,AUS,29,21,4,12,NA,Off track,Off track,2020,9,3,22.217869140207767,4,Trust and resilience,12,Accountability Index,4,1
Austria,AUT,71,59,1,1,NA,On track,Catching up,2020,10,3,59.99890419468284,1,Connectivity and infrastructure,1,ICT Development Index,0,2
Austria,AUT,71,33,1,2,NA,On track,Off track,2020,10,3,32.38127755001187,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,2
Austria,AUT,71,NA,1,3,NA,On track,NA,2020,10,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,0,2
Austria,AUT,71,35,2,4,NA,On track,Off track,2020,10,3,36.255133607424796,2,Rights and freedoms,4,Freedom on the Net,0,2
Austria,AUT,71,79,2,5,NA,On track,On track,2020,10,3,77.20166377350688,2,Rights and freedoms,5,Freedom in the World,0,2
Austria,AUT,71,63,2,6,NA,On track,Catching up,2020,10,3,64.44807874877006,2,Rights and freedoms,6,Rule of Law Index,0,2
Austria,AUT,71,84,3,7,NA,On track,Leading,2020,10,3,85.91182103101164,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,2
Austria,AUT,71,52,3,8,NA,On track,Catching up,2020,10,3,51.73578422423452,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,2
Austria,AUT,71,NA,3,9,NA,On track,NA,2020,10,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,2
Austria,AUT,71,NA,4,10,NA,On track,NA,2020,10,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,0,2
Austria,AUT,71,64,4,11,NA,On track,Catching up,2020,10,3,65.67975901160389,4,Trust and resilience,11,Internet Resilience Index,0,2
Austria,AUT,71,4,4,12,NA,On track,Off track,2020,10,3,2.438612108118832,4,Trust and resilience,12,Accountability Index,0,2
Azerbaijan,AZE,66,83,1,1,NA,On track,Leading,2020,11,3,82.464110346511,1,Connectivity and infrastructure,1,ICT Development Index,1,2
Azerbaijan,AZE,66,57,1,2,NA,On track,Catching up,2020,11,3,58.00937655381858,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,2
Azerbaijan,AZE,66,NA,1,3,NA,On track,NA,2020,11,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,1,2
Azerbaijan,AZE,66,NA,2,4,NA,On track,NA,2020,11,3,NA,2,Rights and freedoms,4,Freedom on the Net,1,2
Azerbaijan,AZE,66,52,2,5,NA,On track,Catching up,2020,11,3,52.793212410993874,2,Rights and freedoms,5,Freedom in the World,1,2
Azerbaijan,AZE,66,NA,2,6,NA,On track,NA,2020,11,3,NA,2,Rights and freedoms,6,Rule of Law Index,1,2
Azerbaijan,AZE,66,NA,3,7,NA,On track,NA,2020,11,3,NA,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,2
Azerbaijan,AZE,66,24,3,8,NA,On track,Off track,2020,11,3,25.547276992350817,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,2
Azerbaijan,AZE,66,NA,3,9,NA,On track,NA,2020,11,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,2
Azerbaijan,AZE,66,96,4,10,NA,On track,Leading,2020,11,3,95.63028713781387,4,Trust and resilience,10,Global Cybersecurity Index,1,2
Azerbaijan,AZE,66,68,4,11,NA,On track,On track,2020,11,3,66.58948433957994,4,Trust and resilience,11,Internet Resilience Index,1,2
Azerbaijan,AZE,66,92,4,12,NA,On track,Leading,2020,11,3,90.30077453516424,4,Trust and resilience,12,Accountability Index,1,2
Barbados,BRB,100,85,1,1,NA,Leading,Leading,2020,12,3,85.40318923536688,1,Connectivity and infrastructure,1,ICT Development Index,2,2
Barbados,BRB,100,NA,1,2,NA,Leading,NA,2020,12,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,2
Barbados,BRB,100,40,1,3,NA,Leading,Off track,2020,12,3,39.87433538772166,1,Connectivity and infrastructure,3,Network Readiness Index,2,2
Barbados,BRB,100,NA,2,4,NA,Leading,NA,2020,12,3,NA,2,Rights and freedoms,4,Freedom on the Net,2,2
Barbados,BRB,100,63,2,5,NA,Leading,Catching up,2020,12,3,64.64798285346478,2,Rights and freedoms,5,Freedom in the World,2,2
Barbados,BRB,100,47,2,6,NA,Leading,Off track,2020,12,3,48.601855114102364,2,Rights and freedoms,6,Rule of Law Index,2,2
Barbados,BRB,100,NA,3,7,NA,Leading,NA,2020,12,3,NA,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,2
Barbados,BRB,100,87,3,8,NA,Leading,Leading,2020,12,3,85.05164913926274,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,2
Barbados,BRB,100,38,3,9,NA,Leading,Off track,2020,12,3,39.64600738231093,3,Responsibility and sustainability,9,Digital Trade Integration Index,2,2
Barbados,BRB,100,100,4,10,NA,Leading,Leading,2020,12,3,101.41283629648387,4,Trust and resilience,10,Global Cybersecurity Index,2,2
Barbados,BRB,100,100,4,11,NA,Leading,Leading,2020,12,3,98.27926415391266,4,Trust and resilience,11,Internet Resilience Index,2,2
Barbados,BRB,100,66,4,12,NA,Leading,On track,2020,12,3,64.68072634655982,4,Trust and resilience,12,Accountability Index,2,2
Belarus,BLR,42,41,1,1,NA,Off track,Off track,2020,13,3,41.10064144618809,1,Connectivity and infrastructure,1,ICT Development Index,3,2
Belarus,BLR,42,NA,1,2,NA,Off track,NA,2020,13,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,2
Belarus,BLR,42,31,1,3,NA,Off track,Off track,2020,13,3,31.75924710649997,1,Connectivity and infrastructure,3,Network Readiness Index,3,2
Belarus,BLR,42,54,2,4,NA,Off track,Catching up,2020,13,3,54.7893210798502,2,Rights and freedoms,4,Freedom on the Net,3,2
Belarus,BLR,42,46,2,5,NA,Off track,Off track,2020,13,3,44.51733948290348,2,Rights and freedoms,5,Freedom in the World,3,2
Belarus,BLR,42,NA,2,6,NA,Off track,NA,2020,13,3,NA,2,Rights and freedoms,6,Rule of Law Index,3,2
Belarus,BLR,42,86,3,7,NA,Off track,Leading,2020,13,3,87.09674389008433,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,2
Belarus,BLR,42,NA,3,8,NA,Off track,NA,2020,13,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,2
Belarus,BLR,42,NA,3,9,NA,Off track,NA,2020,13,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,3,2
Belarus,BLR,42,68,4,10,NA,Off track,On track,2020,13,3,66.36832359060645,4,Trust and resilience,10,Global Cybersecurity Index,3,2
Belarus,BLR,42,36,4,11,NA,Off track,Off track,2020,13,3,35.42552210204303,4,Trust and resilience,11,Internet Resilience Index,3,2
Belarus,BLR,42,98,4,12,NA,Off track,Leading,2020,13,3,99.4153990354389,4,Trust and resilience,12,Accountability Index,3,2
Belgium,BEL,32,17,1,1,NA,Off track,Off track,2020,14,3,16.840564566664398,1,Connectivity and infrastructure,1,ICT Development Index,4,2
Belgium,BEL,32,83,1,2,NA,Off track,Leading,2020,14,3,82.00129312369972,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,2
Belgium,BEL,32,63,1,3,NA,Off track,Catching up,2020,14,3,64.7371027469635,1,Connectivity and infrastructure,3,Network Readiness Index,4,2
Belgium,BEL,32,66,2,4,NA,Off track,On track,2020,14,3,67.46828593406826,2,Rights and freedoms,4,Freedom on the Net,4,2
Belgium,BEL,32,NA,2,5,NA,Off track,NA,2020,14,3,NA,2,Rights and freedoms,5,Freedom in the World,4,2
Belgium,BEL,32,54,2,6,NA,Off track,Catching up,2020,14,3,55.67661541327834,2,Rights and freedoms,6,Rule of Law Index,4,2
Belgium,BEL,32,47,3,7,NA,Off track,Off track,2020,14,3,48.65110755059868,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,2
Belgium,BEL,32,NA,3,8,NA,Off track,NA,2020,14,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,2
Belgium,BEL,32,NA,3,9,NA,Off track,NA,2020,14,3,NA,3,Responsibility and sustainability,9,Digital Trade Integration Index,4,2
Belgium,BEL,32,83,4,10,NA,Off track,Leading,2020,14,3,83.25648964382708,4,Trust and resilience,10,Global Cybersecurity Index,4,2
Belgium,BEL,32,64,4,11,NA,Off track,Catching up,2020,14,3,62.839105618186295,4,Trust and resilience,11,Internet Resilience Index,4,2
Belgium,BEL,32,47,4,12,NA,Off track,Off track,2020,14,3,47.543472630903125,4,Trust and resilience,12,Accountability Index,4,2
Bhutan,BTN,80,NA,1,1,NA,Leading,NA,2020,15,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,0,3
Bhutan,BTN,80,60,1,2,NA,Leading,Catching up,2020,15,3,61.035163641907275,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,3
Bhutan,BTN,80,44,1,3,NA,Leading,Off track,2020,15,3,43.69702460989356,1,Connectivity and infrastructure,3,Network Readiness Index,0,3
Bhutan,BTN,80,66,2,4,NA,Leading,On track,2020,15,3,66.60059906542301,2,Rights and freedoms,4,Freedom on the Net,0,3
Bhutan,BTN,80,34,2,5,NA,Leading,Off track,2020,15,3,35.56352752633393,2,Rights and freedoms,5,Freedom in the World,0,3
Bhutan,BTN,80,NA,2,6,NA,Leading,NA,2020,15,3,NA,2,Rights and freedoms,6,Rule of Law Index,0,3
Bhutan,BTN,80,83,3,7,NA,Leading,Leading,2020,15,3,83.57319329865277,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,3
Bhutan,BTN,80,NA,3,8,NA,Leading,NA,2020,15,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,3
Bhutan,BTN,80,24,3,9,NA,Leading,Off track,2020,15,3,24.61064024735242,3,Responsibility and sustainability,9,Digital Trade Integration Index,0,3
Bhutan,BTN,80,NA,4,10,NA,Leading,NA,2020,15,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,0,3
Bhutan,BTN,80,84,4,11,NA,Leading,Leading,2020,15,3,83.2055618390441,4,Trust and resilience,11,Internet Resilience Index,0,3
Bhutan,BTN,80,85,4,12,NA,Leading,Leading,2020,15,3,83.94535206351429,4,Trust and resilience,12,Accountability Index,0,3
Bolivia,BOL,61,90,1,1,NA,Catching up,Leading,2020,16,3,91.66254405956715,1,Connectivity and infrastructure,1,ICT Development Index,1,3
Bolivia,BOL,61,58,1,2,NA,Catching up,Catching up,2020,16,3,59.12482318840921,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,3
Bolivia,BOL,61,51,1,3,NA,Catching up,Catching up,2020,16,3,51.73388765286654,1,Connectivity and infrastructure,3,Network Readiness Index,1,3
Bolivia,BOL,61,57,2,4,NA,Catching up,Catching up,2020,16,3,57.6139220315963,2,Rights and freedoms,4,Freedom on the Net,1,3
Bolivia,BOL,61,98,2,5,NA,Catching up,Leading,2020,16,3,97.2432071454823,2,Rights and freedoms,5,Freedom in the World,1,3
Bolivia,BOL,61,79,2,6,NA,Catching up,On track,2020,16,3,79.29892551340163,2,Rights and freedoms,6,Rule of Law Index,1,3
Bolivia,BOL,61,88,3,7,NA,Catching up,Leading,2020,16,3,88.5859225075692,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,3
Bolivia,BOL,61,41,3,8,NA,Catching up,Off track,2020,16,3,39.24753414001316,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,3
Bolivia,BOL,61,58,3,9,NA,Catching up,Catching up,2020,16,3,58.03013179078698,3,Responsibility and sustainability,9,Digital Trade Integration Index,1,3
Bolivia,BOL,61,NA,4,10,NA,Catching up,NA,2020,16,3,NA,4,Trust and resilience,10,Global Cybersecurity Index,1,3
Bolivia,BOL,61,56,4,11,NA,Catching up,Catching up,2020,16,3,56.81820054445416,4,Trust and resilience,11,Internet Resilience Index,1,3
Bolivia,BOL,61,44,4,12,NA,Catching up,Off track,2020,16,3,45.19202203769237,4,Trust and resilience,12,Accountability Index,1,3
Bosnia and Herzegovina,BIH,65,NA,1,1,NA,Catching up,NA,2020,17,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,2,3
Bosnia and Herzegovina,BIH,65,NA,1,2,NA,Catching up,NA,2020,17,3,NA,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,3
Bosnia and Herzegovina,BIH,65,NA,1,3,NA,Catching up,NA,2020,17,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,2,3
